[2015/03/03 00:00:02] [15068-54F48901.00066DE2] Error job run/54F48901.00066DE2 (mqueue_open:Permission denied).
[2015/03/03 08:20:03] [21714-54F4FE31.000AC062] Error job run/54F4FE31.000AC062 (mqueue_open:Permission denied).
[2015/03/03 08:30:03] [21641-54F50089.00099A8F] Error job run/54F50089.00099A8F (mqueue_open:Permission denied).
[2015/03/03 08:40:03] [21641-54F502E1.00084885] Error job run/54F502E1.00084885 (mqueue_open:Permission denied).
[2015/03/03 08:50:03] [21641-54F50539.000781D1] Error job run/54F50539.000781D1 (mqueue_open:Permission denied).
[2015/03/03 09:00:03] [21641-54F50791.0007BD5C] Error job run/54F50791.0007BD5C (mqueue_open:Permission denied).
[2015/03/03 09:10:03] [21641-54F509E9.0006275A] Error job run/54F509E9.0006275A (mqueue_open:Permission denied).
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21422 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21423 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21477 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21478 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21534 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21535 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21591 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21592 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21600 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21601 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21611 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21612 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21617 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21618 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21626 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21627 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21632 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21633 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21641 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21642 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21683 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21684 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21689 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21690 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21698 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21699 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21704 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21705 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21713 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21714 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21724 exited.(0)
[2015/03/03 09:10:03] [MASTER] Warning -- Mailer 21725 exited.(0)
[2015/03/03 09:10:03] [MASTER] Shutdown successfully.
[2015/03/03 09:20:03] [777-54F50C41.00016F72] Error job run/54F50C41.00016F72 (mqueue_open:Permission denied).
[2015/03/03 09:30:03] [777-54F50E99.00011E37] Error job run/54F50E99.00011E37 (mqueue_open:Permission denied).
[2015/03/03 09:40:03] [777-54F510F1.000094B1] Error job run/54F510F1.000094B1 (mqueue_open:Permission denied).
[2015/03/03 09:50:03] [704-54F51349.000F0FF0] Error job run/54F51349.000F0FF0 (mqueue_open:Permission denied).
[2015/03/03 10:00:03] [704-54F515A1.000F4015] Error job run/54F515A1.000F4015 (mqueue_open:Permission denied).
[2015/03/03 10:10:03] [777-54F517F9.000E6B3F] Error job run/54F517F9.000E6B3F (mqueue_open:Permission denied).
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 484 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 485 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 539 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 540 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 597 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 598 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 659 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 660 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 663 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 664 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 674 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 675 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 680 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 681 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 689 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 690 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 700 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 701 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 704 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 705 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 746 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 747 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 752 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 753 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 761 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 762 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 772 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 773 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 776 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 777 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 787 exited.(0)
[2015/03/03 10:10:04] [MASTER] Warning -- Mailer 788 exited.(0)
[2015/03/03 10:10:04] [MASTER] Shutdown successfully.
[2015/03/03 10:20:04] [12384-54F51A51.000EBDEC] Error job run/54F51A51.000EBDEC (mqueue_open:Permission denied).
[2015/03/03 10:30:04] [12384-54F51CA9.000D4EA5] Error job run/54F51CA9.000D4EA5 (mqueue_open:Permission denied).
[2015/03/03 10:40:04] [12384-54F51F01.000BE102] Error job run/54F51F01.000BE102 (mqueue_open:Permission denied).
[2015/03/03 10:50:04] [12384-54F52159.000AB534] Error job run/54F52159.000AB534 (mqueue_open:Permission denied).
[2015/03/03 11:00:04] [12384-54F523B1.00094B8D] Error job run/54F523B1.00094B8D (mqueue_open:Permission denied).
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12084 exited.(1)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12197 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12198 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12270 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12271 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12285 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12286 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12342 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12343 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12361 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12362 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12383 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12384 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12085 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12086 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12145 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12146 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12259 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12260 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12274 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12275 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12289 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12290 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12300 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12301 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12346 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12347 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12357 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12358 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12372 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12373 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12387 exited.(0)
[2015/03/03 11:10:03] [MASTER] Warning -- Mailer 12388 exited.(0)
[2015/03/03 11:10:06] [MASTER] Shutdown successfully.
[2015/03/03 11:10:09] [23602-54F52609.0008A83E] Error job run/54F52609.0008A83E (mqueue_open:Permission denied).
[2015/03/03 11:20:03] [23887-54F52861.0003FEC3] Error job run/54F52861.0003FEC3 (mqueue_open:Permission denied).
[2015/03/03 11:30:03] [23887-54F52AB9.00037FA2] Error job run/54F52AB9.00037FA2 (mqueue_open:Permission denied).
[2015/03/03 11:40:03] [23887-54F52D11.000377E3] Error job run/54F52D11.000377E3 (mqueue_open:Permission denied).
[2015/03/03 11:50:03] [23887-54F52F69.00043C16] Error job run/54F52F69.00043C16 (mqueue_open:Permission denied).
[2015/03/03 12:00:03] [23812-54F531C1.0004C4AE] Error job run/54F531C1.0004C4AE (mqueue_open:Permission denied).
[2015/03/03 12:10:03] [23811-54F53419.0003B87D] Error job run/54F53419.0003B87D (mqueue_open:Permission denied).
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23601 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23602 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23611 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23612 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23656 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23657 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23715 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23716 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23770 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23771 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23781 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23782 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23792 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23793 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23796 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23797 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23807 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23808 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23811 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23812 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23853 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23854 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23867 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23868 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23871 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23872 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23882 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23883 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23886 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23887 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23897 exited.(0)
[2015/03/03 12:10:03] [MASTER] Warning -- Mailer 23898 exited.(0)
[2015/03/03 12:10:03] [MASTER] Shutdown successfully.
[2015/03/03 12:20:02] [3013-54F53671.000ED344] Error job run/54F53671.000ED344 (mqueue_open:Permission denied).
[2015/03/03 12:30:02] [2937-54F538C9.0000B69D] Error job run/54F538C9.0000B69D (mqueue_open:Permission denied).
[2015/03/03 12:40:02] [3013-54F53B21.000F2608] Error job run/54F53B21.000F2608 (mqueue_open:Permission denied).
[2015/03/03 12:50:02] [3013-54F53D79.000E7DE6] Error job run/54F53D79.000E7DE6 (mqueue_open:Permission denied).
[2015/03/03 13:00:02] [3013-54F53FD1.000E3627] Error job run/54F53FD1.000E3627 (mqueue_open:Permission denied).
[2015/03/03 13:10:02] [2937-54F54229.000ECC7B] Error job run/54F54229.000ECC7B (mqueue_open:Permission denied).
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2830 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2831 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2896 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2897 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2916 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2917 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2937 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2938 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2997 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2998 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3012 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3013 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2717 exited.(1)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2718 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2719 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2776 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2777 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2892 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2893 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2907 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2908 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2922 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2923 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2933 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2934 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2982 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2983 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2991 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 2992 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3008 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3009 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3023 exited.(0)
[2015/03/03 13:10:04] [MASTER] Warning -- Mailer 3024 exited.(0)
[2015/03/03 13:10:07] [MASTER] Shutdown successfully.
[2015/03/03 13:20:03] [14521-54F54481.000A1A24] Error job run/54F54481.000A1A24 (mqueue_open:Permission denied).
[2015/03/03 13:30:03] [14521-54F546D9.00099696] Error job run/54F546D9.00099696 (mqueue_open:Permission denied).
[2015/03/03 13:40:03] [14521-54F54931.000AFB36] Error job run/54F54931.000AFB36 (mqueue_open:Permission denied).
[2015/03/03 13:50:03] [14449-54F54B89.000A6CF1] Error job run/54F54B89.000A6CF1 (mqueue_open:Permission denied).
[2015/03/03 13:53:54] [14538-2606613643-qq.com_1425362027.8284519.eml] Mail.RR <2606613643_149_0@online-edm.com> -> <2606613643@qq.com> (集享卡会员帐号激活/1532)[OK][MGHAM--0][MGTAGLOG ][utf-8]
[2015/03/03 14:00:03] [14449-54F54DE1.000BCE7F] Error job run/54F54DE1.000BCE7F (mqueue_open:Permission denied).
[2015/03/03 14:10:03] [14521-54F55039.000ACFD5] Error job run/54F55039.000ACFD5 (mqueue_open:Permission denied).
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14235 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14236 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14288 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14289 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14347 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14348 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14407 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14408 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14413 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14414 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14424 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14425 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14428 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14429 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14439 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14440 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14448 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14449 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14485 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14486 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14496 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14497 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14500 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14501 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14511 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14512 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14520 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14521 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14526 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14537 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14538 exited.(0)
[2015/03/03 14:10:04] [MASTER] Warning -- Mailer 14527 exited.(0)
[2015/03/03 14:10:04] [MASTER] Shutdown successfully.
[2015/03/03 14:20:03] [26103-54F55291.00070272] Error job run/54F55291.00070272 (mqueue_open:Permission denied).
[2015/03/03 14:30:03] [26031-54F554E9.0005614E] Error job run/54F554E9.0005614E (mqueue_open:Permission denied).
[2015/03/03 14:40:03] [26030-54F55741.00045764] Error job run/54F55741.00045764 (mqueue_open:Permission denied).
[2015/03/03 14:50:03] [26031-54F55999.00034AF0] Error job run/54F55999.00034AF0 (mqueue_open:Permission denied).
[2015/03/03 15:00:03] [26031-54F55BF1.00024580] Error job run/54F55BF1.00024580 (mqueue_open:Permission denied).
[2015/03/03 15:10:03] [26031-54F55E49.0001924B] Error job run/54F55E49.0001924B (mqueue_open:Permission denied).
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25811 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25812 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25871 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25872 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25923 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25924 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25985 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25986 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25989 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 25990 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26000 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26001 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26011 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26012 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26015 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26016 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26026 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26027 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26030 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26031 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26072 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26073 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26083 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26084 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26087 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26088 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26098 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26099 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26102 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26103 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26113 exited.(0)
[2015/03/03 15:10:03] [MASTER] Warning -- Mailer 26114 exited.(0)
[2015/03/03 15:10:03] [MASTER] Shutdown successfully.
[2015/03/03 15:20:02] [5224-54F560A1.000C59D8] Error job run/54F560A1.000C59D8 (mqueue_open:Permission denied).
[2015/03/03 15:30:02] [5151-54F562F9.000B8538] Error job run/54F562F9.000B8538 (mqueue_open:Permission denied).
[2015/03/03 15:40:02] [5224-54F56551.000BD035] Error job run/54F56551.000BD035 (mqueue_open:Permission denied).
[2015/03/03 15:50:02] [5151-54F567A9.000A6B06] Error job run/54F567A9.000A6B06 (mqueue_open:Permission denied).
[2015/03/03 16:00:02] [5152-54F56A01.000973C1] Error job run/54F56A01.000973C1 (mqueue_open:Permission denied).
[2015/03/03 16:10:02] [5224-54F56C59.00098552] Error job run/54F56C59.00098552 (mqueue_open:Permission denied).
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5043 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5044 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5110 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5111 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5130 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5131 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5151 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5152 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5208 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5209 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5223 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5224 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 4929 exited.(1)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 4930 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 4931 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 4988 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 4989 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5106 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5107 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5121 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5122 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5136 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5137 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5147 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5148 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5193 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5194 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5202 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5203 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5219 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5220 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5234 exited.(0)
[2015/03/03 16:10:03] [MASTER] Warning -- Mailer 5235 exited.(0)
[2015/03/03 16:10:06] [MASTER] Shutdown successfully.
[2015/03/03 16:20:03] [16732-54F56EB1.00061D48] Error job run/54F56EB1.00061D48 (mqueue_open:Permission denied).
[2015/03/03 16:30:03] [16659-54F57109.0005DE34] Error job run/54F57109.0005DE34 (mqueue_open:Permission denied).
[2015/03/03 16:40:03] [16659-54F57361.00056561] Error job run/54F57361.00056561 (mqueue_open:Permission denied).
[2015/03/03 16:50:03] [16659-54F575B9.00050BC7] Error job run/54F575B9.00050BC7 (mqueue_open:Permission denied).
[2015/03/03 17:00:03] [16659-54F57811.0003FEAB] Error job run/54F57811.0003FEAB (mqueue_open:Permission denied).
